,url,source,title,author,text
0,https://sputniknews.com/analysis/201707211055741735-cia-syria-training-program-peace/,sputniknews,End of CIA Training Program Removes Roadblock to Real Peace in Syria,[],"President Donald Trump’s decision to end CIA training for US-backed rebel groups in Syria opens the way for peace at last and humanitarian relief for the suffering people of that country, analysts told Sputnik.

WASHINGTON (Sputnik) — The move was widely reported in the US media on Wednesday with no denials and has been universally accepted as taking place.

Trump reportedly decided to halt the training about a month ago, after a meeting with CIA Director Mike Pompeo and national security adviser H.R. McMaster, which preceded his talks with Russian President Vladimir Putin at the G20 summit in Hamburg, Germany earlier this month.

SCRAPPING CIA TRAINING PROGRAM OPENS WAY FOR PEACE DEAL IN SYRIA

© AFP 2017/ BARAA AL-HALABI Moscow Comments Reports of CIA Halting Syrian Rebels' Training Program

The CIA program’s goal was to train at least 5,400 allegedly non-Islamist rebels in an armed force to fight Daesh terror group (outlawed in Russia), while also opposing the legitimate Syrian government of President Bashar Assad.

""This decision opens the door noticeably wider for a negotiated resolution of the dire political conflict (and resulting humanitarian catastrophe) inside Syria,"" historian and Middle East analyst Helena Cobban, a leading expert on Syria, said on Thursday.

Continued US support for the rebel groups, some of which were extreme Islamists, had effectively blocked any moves in the past to end the conflict in Syria that has lasted nearly six-and-a-half years and cost more than 600,000 lives, Cobban explained.

""So long as the United States’ covert-action teams were working hand-in-glove with the forces working tirelessly to overthrow the government of Syria, it was hard to envision the United States also sitting down with those political forces inside and outside the country who seek a negotiated resolution,"" she said.

However, Trump’s decision to end the CIA support program breathed new life into the Syrian peace process, Cobban observed.

The problems plaguing massive US military aid and training for the rebels greatly embarrassed previous President Barack Obama. Senior US officers have testified to Congress that an undetermined number of such rebels have disappeared with US military equipment and actually joined Islamist forces, including Daesh.

On September 16, 2015, then CENTCOM commanding General Lloyd Austin told the US Senate Armed Services Committee that half a billion dollars of funding for military training of Syrian rebels approved by Congress had only produced only four or five opposition troops in the field by that point.

The CIA training and support program for the rebels failed to accomplish any constructive goals, but only spread and intensified the sufferings of ordinary people in Syria, Cobban recalled.

""The CIA's aid to the Syrian ‘rebels’ prolonged and deepened the suffering of Syria's people throughout the whole of the past six years,"" she said.

The real purpose of the program was not to defeat Daesh, but to topple the legitimate Syrian government of President Bashar Assad, Cobban stated.

The Obama administration added to the CIA program a ""very bright green light… to other non-Syrian actors working to overthrow Syria's legitimate government, like the Saudi and other Gulf Cooperation Council countries, Turkey… and jihadis from all around the world,"" she said.

However, a series of policy shifts by Turkish President Recep Tayyip Erdogan and the clash in the GCC between Qatar and other member states backed by Saudi Arabia looked likely to distract these previous support sources for the Syrian rebels, Cobban observed.

""With the Turkish government now acting a lot more pragmatically than before, and with the ongoing chaos among the GCC countries, it can be hoped that… groups who supported regime change in Syria will now… die of their own accord,"" she said.

The end of CIA training for Syrian rebels was also likely to give a boost to cooperation between governments and other forces in the region that genuinely opposed the Islamic State and other Islamist terror groups, Cobban noted.

Rebels seeking regime change in Damascus were now more likely to ""be quashed through the cooperation of all the sincerely anti-jihadi forces in the region. There is still a lot of diplomatic work to do, but this decision from Washington makes it seem at least more possible,"" she concluded.

CIA PROGRAM SHOWED 5-YEAR RECORD OF CONSISTANT FAILURES

Trump’s decision to terminate the CIA program has been interpreted by analysts as an acknowledgment that the five-year-old program has totally failed to achieve any of its goals, caused damage to US credibility and was not capable of being reformed.

Author and political activist David Swanson said Trump’s decision to end the CIA training program was a long-belated acknowledgment of its complete failure to produce any significant moderate rebel fighting force, while many recruits actually joined the Islamic State or other Islamist groups.

Swanson said the decision to scrap the rebel military training program expressed ""a recognition of reality.""

Previous president Barack Obama had been praised as an alleged moderate and technocrat, yet he had ignored his own best intelligence assessments to launch a costly the costly CIA training program after being given due warning that it would not work, Swanson recalled.

""When Obama was president he had the CIA produce a study on whether aiding proxy forces had ever succeeded on its own terms. The answer was no, yet Obama, the supposedly intelligent technocrat went ahead and did exactly what the study had found would not work,"" he said.

Trump’s decision to end the CIA training program was rational and sensible, but came as a surprise because US policies in the Middle East and especially on Syria had not been guided by such considerations, Swanson observed.

""Ending it after years of predictable and predicted failure is only hard to explain because we have come to expect completely illogical madness,"" he said.

Trump may also have scrapped the program as part of some quid pro quo arrangement he had negotiated with Putin at their G20 meeting, Swanson noted.

The decision to end the CIA training could indicate ""some deal struck between Trump and Putin, but since neither of them is likely to tell us, we are left to speculate,"" he said.

Although Trump had ordered the end of the training program, it remained to be seen whether he could ensure that the US armed forces and the CIA obeyed his orders and actually enforced the decision, Swanson cautioned.

""The decision is a good one on its own terms if it's real. But what goes with it remains to be seen — including whether the US military and CIA actually comply with it,"" he warned.

Swanson assessed that the results of the CIA training program had been entirely disastrous.

It had only produced ""massive death and suffering, militarization of a region, fueling of hatred and hostility and terrorism for years to come,"" he concluded.

The CIA reportedly maintained its program to provide weapons to Syrian opposition fighters since 2012. However, the private intelligence firm Soufran Group noted in a report on Thursday that the training program was ineffective and problematic since its launch."
0,https://sputniknews.com/analysis/201707201055735733-us-cuban-contacts-shelved-trump/,sputniknews,"US-Cuban Contacts on Migration, Drug Trafficking May Be Shelved Under Trump",[],"The contacts between Washington and Havana on the matters like migration and drug trafficking will likely be postponed under the administration of US President Donald Trump, while the cultural and scientific exchanges may continue, according to Jorge Duany, Director of Cuban Research Institute at Florida International Institute.

© AFP 2017/ JORGE BELTRAN Havana Wants Dialogue With US Despite Trump's Clampdown - Cuban Leader

WASHINGTON (Sputnik) — The contacts between Washington and Havana on the matters like migration and drug trafficking will likely be postponed under the administration of US President Donald Trump, while the cultural and scientific exchanges may continue, Director of Cuban Research Institute at Florida International Institute Jorge Duany told Sputnik.

""It appears that high-level contacts between the US and Cuban governments have already stalled, compared to the last two years of the Obama administration,"" Duany said. ""Some of the initial exchanges regarding drug trafficking, human smuggling, environmental issues, and migration may be put on hold by the Trump administration. The educational, scientific, and cultural exchanges facilitated by Obama might still continue under the Trump era.""

Duany noted that although the US and Cuban governments have expressed a desire to continue a dialogue on issues of mutual interest, the atmosphere for these conversations seems ""more charged than during the last term of the Obama presidency.""

""At least rhetorically, the two governments seem to have returned to their entrenched Cold War positions before December 17, 2014,"" he stated.

Thursday marks the second anniversary of the official restoration of diplomatic relations between Washington and Havana after more than 50 years of severed ties. The warming of relations came as a result of then President Barack Obama’s decision in December 2014 to pursue a path toward normalizing relations with Cuba.

In June, however, US President Donald Trump announced his administration would roll back Obama's efforts to re-establish ties with Cuba. Trump said there would be new business and travel restrictions imposed on Havana, and Washington will retain the existing embargo.

© REUTERS/ Enrique De La Osa Process of Normalizing Relations With Cuba Unlikely to End Under Trump - Ex-US Diplomat

Duany believes that it's difficult to foresee any major advances in US- Cuba relations, as long as the Cuban government continues to make claims such as the return of Guantanamo Bay naval base or the repeal of the Cuban Adjustment Act, and the US government insists that Cuba should hold free elections and legalize all political parties.

""The Trump administration is currently involved in spelling out how the presidential directive signed on June 16 will be implemented by various US government agencies, such as the departments of the Treasury and Commerce,"" Duany noted. ""It is crucial that the new regulations clarify just how the prohibitions against dealing with entities controlled by the Cuban armed forces or individual people-to-people travel will be put into practice.""

The director noted that while at this point, it remains unclear whether Trump’s partial reversal of Obama’s policies toward Cuba will affect the fledgling private sector of the Cuban economy.

""Should the number of US travelers to Cuba be reduced, many small businesses related to the tourist industry on the Island could be hurt by a decreased demand for their services,"" he added.

When commenting on the results archived during the two years of the normalization process, Duany emphasized that the pace of normalization was swift in some areas, such as the removal of Cuba from the US State Department’s list of state sponsors of terrorism, the reestablishment of diplomatic relations between the two countries, or the opening of embassies in Washington and Havana.

""The most significant change since December 17, 2014, when Barack Obama and Raúl Castro announced the beginning of the thaw in U.S.-Cuba relations, has been the spectacular increase in the number of U.S. travelers to Cuba,"" he added.

""In other areas, such as U.S. trade and investment in Cuba, the situation has remained intractabale, especially given the persistence of the U.S. embargo of the Island,"" Duany concluded.

Last week, Cuban President Raul Castro criticized the new US policy, which excludes the possibility of continuing a bilateral dialogue or the implementation of the previously signed agreements between the two countries, but noted that Cuba nevertheless wishes to engage in dialogue with the United States.

Cuban officials warned in June that a reversal of Washington’s policy toward Havana would fail. Moreover, Cuba has hit back by accusing the United States of a huge number of murders and misconduct by its police as well as of illegal detention and torture of prisoners in the US detention center at Guantanamo Bay.

On July 20, 2015 the United States and Cuba reestablished full diplomatic relations by reopening embassies in their respective capitals after 54 years of hostility."
0,https://sputniknews.com/videoclub/201708011056067859-usa-missile-defense-system-test/,sputniknews,US THAAD System Blasts Target out of the Sky,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707311056020242-army-games-2017-launch/,sputniknews,Lock and Load! International Army Games 2017 Kicks Off in Russia,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707301056019476-robot-spider-puppies/,sputniknews,Shar Pei Puppies Battle Against RC Spider,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707291055972011-ball-guitar-multitasking/,sputniknews,Multitasking Musician: Brazilian Guy Masters Two Things at a Time,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707281055955846-russia-navy-day-parade-rehearsal/,sputniknews,Russia's Admiral Kuznetsov Carrier Graces Navy Day Parade Rehearsal,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707281055937450-soyuz-spaceship-all-set-for-launch/,sputniknews,"Ready, Set, Go! Soyuz MS-05 Spaceship Installed on the Launch Pad",[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/videoclub/201707281055939843-german-shepard-shows-off-funny-growl/,sputniknews,Best Guard Dog Ever? German Shepard Shows Off Funny Growl,[],"Geoffrey Glassner was walking along a trail in Katmai National Park, Alaska, when he noticed this trio trying to catch up with him. The man, who tried to keep a considerable distance between him and the bears, didn’t seem to enjoy his company. “Come on guys give me a break,” he can be heard saying in this video. “The cubs just keep coming.”"
0,https://sputniknews.com/europe/201708011056079120-uk-grenfell-survivors-ptsd-suicide/,sputniknews,High Rate of PTSD and Suicide Attempts Among Grenfell Tower Survivors in London,[],"Reports of several suicide attempts and outlets pushing drugs to vulnerable survivors of the Grenfell Tower blaze that devastated West London in June, have shocked people once again, as campaigners are calling for more help from the British government.

© REUTERS/ Marko Djurica UK Police Say There're Grounds for Manslaughter Charges Over Grenfell Tower Fire

The Grenfell Tower fire tore a community apart. In the days after the tragedy, missing picture posters of loved ones filled the streets.

However one month on, as bodies are identified and funerals take place, people are slowly coming to terms with their loss and the fact that this fire, which killed at least 80 people, really did happen.

The latest body to be identified was that of two-year-old Jeremiah Deen.

One of the victims who died in the Grenfell Tower fire formally identified as Jeremiah Deen https://t.co/Okkql9qrOc pic.twitter.com/W5WcA95FTq — Metropolitan Police (@metpoliceuk) 1 August 2017

​Many of the survivors and family members of people who perished are suffering from post-traumatic stress syndrome (PTSD) which is defined as an anxiety disorder caused by a very ""stressful, frightening or distressing event.""

Judy Bolton, a clinical nurse and coordinator of the Justice for Grenfell campaign told Sputnik that the help from local and national government has been minimal and more needs to be done to ensure those suffering from PTSD are helped.

""The UK government or gold command has said they will provide mental health services, to those who are traumatized and obviously in a terrible state. But they are expected to go to them and access these services. So it's not a referral, it's if you feel that you need mental health support, you have to go to them, which beggars belief as many people wouldn't recognize or even know the symptoms of stress, distress, trauma or suicide,"" Ms. Bolton told Sputnik.

our flyer for tomorrow's meeting for #grenfell communities. All welcome. @NHMC240 1-4pm. Please share for the benefit of all affected. TY pic.twitter.com/5RKM4YAWDi — Silence Of Suicide (@SOS_Initiatives) 26 July 2017

​""This is an unprecedented event and I would have hoped that the Royal Borough of Kensington and Chelsea would have actually seen the need to go to the survivors and bereaved families because they also are traumatized as well,"" Ms. Bolton added.

Judy Bolton is all too familiar with the symptoms of PTSD, as a trained clinical nurse, Ms. Bolton has seen the impact of the condition, comparing it to the grieving process.

People will be in denial, many will still be living in disbelief that this has happened, but soon the realization kicks in and the person, unable to cope with their loss and the situation, isolates themselves and stops talking in a bid to deal with the pain.

""With PTSD you are not able to rationally process, it's too much, and so people will go into themselves. Also they will go through erratic sleeping, sometimes not even sleeping. Also anxiety — it can paralyze you… You may see someone withdrawn and zapped out in a chair, not moving or blinking and they are locked in their own trauma,"" Ms. Bolton told Sputnik.

""I spoke to one gentlemen, he has worked all his life… he saved his partner and child from the fire, but now he has to sleep with the light on because he is scared to go to the bathroom at night,"" Ms Bolton said.

Signs of PTSD are palpitations, difficulty breathing, dizziness, sweating of hands and face. Ms. Bolton said people will also have an irrational fear of going outside and may develop agoraphobia.

© REUTERS/ Toby Melville Flames and smoke billow as firefighters deal with a serious fire in a tower block at Latimer Road in West London, Britain June 14, 2017

Several reports of people trying to commit suicide have recently surfaced. Ms. Bolton is unable to discuss the details in order to protect people's privacy, but she says the trauma of surviving the fire has led many to want to commit suicide or self-medicate with drugs.

""The police are very aware of the drug dealers in the area. They are very aware of certain outlets that provide illicit drugs […]. We have had an influx of people outside of the area coming in to capitalize on the misery. Again those who seek to capitalize only have to ask questions, the drug dealers are more organized than gold command. Again, it's down to Notting Hill police to ensure they go to the outlets and shut these things down,"" Ms. Bolton told Sputnik

With cuts being made to every area of mental health, accessing support is not easy.

© REUTERS/ Marko Djurica Demonstrators march during a protest about the Grenfell Tower fire, in London, Britain, June 21, 2017

Ms. Bolton commends the local services that have helped thus far, but says waiting times are so long that support has had to be provided by the community.

""We have volunteers who go out at night and help those who can't sleep. Even at 3am you see people walking the streets as they can't sleep. So you have volunteers who will help people and talk to them.

""What we need is a safe place that is accessible 24 hours a day for people to be able to come and help, and receive help [….] People are in a real state and it's a collective state of PTSD,"" Ms. Bolton concluded.

If you know of someone suffering from PTSD since the Grenfell Tower incident, please contact the Justice for Grenfell website or the Samaritans."
0,https://sputniknews.com/world/201708011056082517-russia-us-trump-eu-sanctions-concessions/,sputniknews,'New Intrigue': Will Trump Sit Down With EU to Make Concessions on Sanctions?,[],"Commenting on Germany's readiness to discuss the new anti-Russian sanctions with US President Donald Trump, a Russian political analyst told Sputnik that such talks could become a new stage in the situation with the sanctions.

© AP Photo/ Michael Sohn EU Ready to Take 'Retaliatory Countermeasures' Against US Over Russian Sanctions

Earlier this week, German Foreign Minister Sigmar Gabriel said that US President Donald Trump has yet to decide on whether or not to slap a new round of sanctions against Russia.

""There is still time. Obviously, President Trump has not yet decided whether he will tighten the anti-Russian sanctions,"" media reports quoted Gabriel as saying.

""In any case, the law stipulates [the US] holding preliminary consultations with us Europeans, before this can happen,"" Gabriel said, referring to the possible imposition of the new anti-Russian sanctions.

He pledged to use this opportunity for the discussion while in close contact with [US Secretary of State] Rex Tillerson.""

Gabriel also stressed that the goal of the sanctions is to end the Ukrainian crisis and exert political pressure, something that he said could be implemented if ""we act together and cohesively.""

At the same time, he promised to rebuff the industrial policy of the United States that it pursues under the cover of sanctions.

Speaking to Sputnik, Russian political analyst Alexey Zudin noted that for the first time in many years, the US's anti-Russian actions caused an uproar in Europe.

""Perhaps for the first time in post-Soviet history, the EU expressed dissatisfaction regarding Washington's restrictive measures against Russia after it became clear that the sanctions would be slapped and that they would seriously affect European companies and the EU economy. EU officials made rather stern statements that the US's actions are unacceptable, even saying that the EU isn't ruling out retaliatory measures,"" Zudin said.

He added that ""the current situation envisaged that there will be this situation's next round which will see negotiations between the US and the European Union on these new anti-Russian sanctions.""

Zudin singled out at least two major aspects pertaining to the matter.

""The main thing is whether such negotiations will finally take place and secondly, many wonder whether Europe will accept possible [the sanctions-related] concessions from Trump and whether there will be any such concessions at all. This is where a new intrigue lies,"" he concluded.

Earlier, German Economy Minister Brigitte Zypries lashed out at the US's anti-Russian sanctions program, saying that it violates international law and punishes European firms; Zypries called on the European Union to consider countermeasures against Washington.

""We consider this as being against international law, plain and simple. The Americans can't punish German companies because they have business interests in another country, but unfortunately that is exactly what they are doing. That means that it is right that the European Commission now considers countermeasures,"" she said.

The latest sanctions bill will fine businesses for helping Moscow expand and enhance its energy export pipelines, theoretically leaving European energy firms open to incurring harsh penalties for having ties to Russian companies.

Of particular concern to Zypries is Nord Stream 2, a pipeline project aimed at pumping Russian natural gas to Europe via the Baltic Sea to landfall in Germany. The project is being spearheaded by Gazprom, and supported by a number of European partners, including Germany's Wintershall and Austria's OMV."
0,https://sputniknews.com/middleeast/201708011056079759-riyadh-iran-probe-diplomatic-mission-attack/,sputniknews,Riyadh Accuses Iran of Protracting Probe Into Saudi Diplomatic Missions Attacks,[],"Riyadh accused Tehran of unwillingness to finalize the investigation into storming of the Saudi diplomatic mission in Iran January 2016, media reported Tuesday.

MOSCOW (Sputnik) — In January 2016, people protesting against the execution of the Saudi Shiite cleric Sheikh Nimr al-Nimr attacked the Saudi embassy in Tehran and consulate in Mashhad. After the incident, Riyadh cut diplomatic ties with Tehran.

Saudi Press Agency reported, citing a source in country's Foreign Ministry, that despite the initial agreements, Tehran had denied the access of the Saudi investigators to Iran as part of their joint activities with the Iranian authorities aimed at inspecting the attacked facilities and finalizing all the processes related to the issue.

The source condemned Iran's attitude to such a sensitive bilateral issue reflected in disrespect for the international laws regulating diplomatic relations, the media outlet added.

The outlet added, citing the official source, that Saudi Arabia will communicate these facts to the international organizations and take all the necessary measures to protect its diplomatic rights in line with the intentional law.

According to Arab media reports, some 100 suspects were detained by Iran following the incident of whom 13 were subsequently sentenced to imprisonment. Earlier on Tuesday, the Iranian Appeals Court reportedly upheld the sentences for 10 of those convicted."
0,https://sputniknews.com/us/201708011056078747-trump-white-house-jump-ship/,sputniknews,All Hands on Deck: Survivors of Brutal White House Cull Consider 'Jumping Ship',[],"Anthony Scaramucci , who until recently was Trump's communications director, has followed former Chief of Staff Reince Preibus out of the door of the White House; although General John Kelly will steady the ship, some members of the Trump administration will probably leave of their own volition, analyst Nikita Danyuk told Radio Sputnik.

© AP Photo/ Carolyn Kaster Another Shake Up: White House Communications Director Scaramucci Out After 10 Days

White House communications director Anthony Scaramucci resigned from his position on Monday after a tumultuous ten days in charge. US President Donald Trump and his new Chief of Staff General John Kelly requested Scaramucci's resignation after he aired profanity-laced tirades about other members of the Trump administration.

Scaramucci repeatedly clashed with now-fired Chief of Staff Reince Preibus. He had a colorful interview with The New Yorker in which he claimed he wasn't like White House Chief Strategist Steve Bannon because he didn't ""try to suck his own d*ck."" In the same interview, ""The Mooch"" called Preibus a ""f*cking paranoid schizophrenic.""

According to the New York Times, the removal of Scaramucci, nicknamed ""the Mooch,"" was at the request of Kelly, a four-star general who has undertaken to bring unruly elements of the White House into line.

White House Press Secretary Sarah Huckabee Sanders explained that the President had felt that Scaramucci's remarks were ""inappropriate.""

""The President certainly felt that Anthony's comments were inappropriate for a person in that position and he didn't want to burden General Kelly,"" Sanders told a briefing on Monday.

Nikita Danyuk, assistant director at the Institute for Strategic Studies and Predictions of the Peoples' Friendship University of Russia, told Radio Sputnik that the President had turned to Scaramucci because he was a fierce Trump loyalist who promised to fight for his boss in a way that his predecessor Sean Spicer couldn't.

""Scaramucci is a unique case: this person has never been a specialist in journalism, communications or PR, this is a man from the world of finance. The fact that he appointed himself a fierce fighter against those who are 'leaking' information from the White House helped him to earn the support of Donald Trump. However, his inability to control his behavior and communicate with journalists gave rise to this scandal, which convinced Donald Trump that this person does not possess the right professional qualities and brought discord to the White House instead of rallying it,"" Danyuk said.

""Scaramucci had to report not to the White House chief of staff, but to Donald Trump. That is, in a sense Donald Trump gave him carte blanche and instead of using this opportunity wisely, this guy literally in the first few days initiated a scandal. That's why John Kelly, whose main aim is now to consolidate the White House, took the correct decision and dismissed Scaramucci. But at the same time, I am sure that Donald Trump approved it [the decision].""

Danyuk said that the White House reshuffle is an attempt by Trump to improve his currently testy relationship with the press.

""I think the main reason for this game of musical chairs among the staff is that Donald Trump sees the problem not in his politics and not in his management style, but in the absence of proper communication, including with journalists.""

The appointment of General John Kelly should impose more discipline in the White House but while Kelly may be able to steady the ship, others could nevertheless decide to jump from Trump's administration, Danyuk said.

""As for further moves, I am sure that John Kelly, who is very experienced, will try to consolidate the White House team and more departures in the near future are not to be expected. Nevertheless, taking into account that there is an investigation going on about the Trump campaign, that he is at risk of impeachment, there might be some departures. People who think strategically realize that it's better to leave a ship before it sinks,"" Danyuk said."
0,https://sputniknews.com/radio_as_if/201706271055016467-un-reports-harm-from-drugs-on-the-rise/,sputniknews,Last Call Special,[],"Last Call Special

In another eloquent piece of magic the UN delivered a staggering account of how opioids are destroying our society. It’s not the numbers that are really that surprising, rather the tone. As if the people who wrote it did not know that Afghanistan has been increasingly accounting for more and more opium production to the point it is now a monopoly. As if the people who wrote it did not know that the increase in production is directly proportional to the amount of years US, UK, and other troops are stationed there. As if the people who wrote it did not know the consequences of these facts on the “War” on Drugs. In this episode Bill Hicks delivers all the funnies, while Kirstie Douse (Head of Legal Services at Release, the UK's national center of expertise on drugs and drugs law) shares her professional opinion.

We'd love to get your feedback at radio@sputniknews.com."
0,https://sputniknews.com/radio_as_if/201706141054624133-frank-dodd-is-frankly-dead/,sputniknews,Frank-Dodd is Frankly Dead,[],"Frank-Dodd is Frankly Dead

And so we have come full circle. Post 2008 financial crisis legislation has been pushed through the House of Representatives and is awaiting the final go-ahead, which is almost certainly to come one way or the other. It's clear that for everyday folk this piece of “restrictive” legislature will certainly have a negative impact. The question is how bad is it going to be. Robin Williams, Louis CK, and Doug Stanhope deliver the funny, while Ann Lee (American author and commentator on global economics and finance issues, who is also an adjunct professor at New York University and the CEO of Coterie, a new technology investment consortium) shares her professional opinion.

We'd love to get your feedback back at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201706071054399433-the-most-surveilled-country-wants-more-surveillance/,sputniknews,The Most Surveilled Country in the World Wants More Surveillance,[],"The Most Surveilled Country in the World Wants More Surveillance

In just a span of several weeks the UK has been struck by a number of terrorist attacks. The end result of all of them is becoming now more and more evident if one has his finger on the pulse of current notions in politics. It is the Internet that the leaders of the UK want to control more, because scooping up all data, emails, phone calls, etc. is just not enough. George Carlin, Steve Hughes, and Jimmy Carr deliver the funny, while Professor Bill Durodie (University of Bath) shares his professional opinion.

We'd love to get your feedback back at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201705161053653016-the-real-reason-for-war-in-iraq/,sputniknews,The Real Reason for War in Iraq,[],"The Real Reason for War in Iraq

Last week the former national security advisor had chipped in her two cents about the ongoing struggle in Iraq. She didn't mince her words when she said that bringing democracy to Iraqi people was secondary. The primary objective was “security.” Go figure what that means since a) no WMDs have been found, and b) oops, looks like the entire WMD story was bogus to begin with. The question then arises – if W.'s administration knew about this (and they did since the evidence was manufactured) – why were thousands of American soldiers sent to war that did not need to be? Bill Hicks, George Carlin, and Steve Hughes deliver the funny, while George Jakobson (professor of political science at the Norwegian University of Science and Technology) shares his professional opinion.

We'd love to get your feedback at radio@sputniknews.com

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201705101053453779-le-pen-macron-french-election/,sputniknews,Le Pen Has Been Macron'd,[],"Le Pen Has Been Macron'd

Globalists can breathe a sigh of relief. Marine Le Pen has been beaten and Emmanuel Macron is now the president of France. What are the expected outcomes of his presidency and how did he get into this position in the first place? Why did the French go for Macron as opposed to everybody else and most importantly Le Pen?, andanswer these questions and deliver the funny, while(Professor of European Politics at the Institute of Political Studies in) shares his professional opinion.

We'd love to get your feedback back at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201705021053187974-facebook-is-on-your-side/,sputniknews,Facebook is on Your Side,[],"Facebook is on Your Side

Last week the social media giant admitted having been manipulated by governments and state agents during US presidential elections. But no worries, Marc Zuckerberg says, because a) Facebook is launching ""Information operations"" to counter these parties' actions and b) their actions didn't have an effect on US elections anyway. If you read that and thought, hmmm, that's somewhat contradicting… well, it is. And that is just the tip of the inconsistency iceberg.anddeliver the funny, while(co-chair of Center for the Study of Political Communication at the University of Oslo) shares her professional opinion.

We'd love to get your feedback at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201704251052984389-earth-day-march-for-science/,sputniknews,"Step Aside, Earth Day",[],"Step Aside, Earth Day

© AP Photo/ Alan Diaz ‘Save the World’! Global Marches for Science Rally Humanity in Support of Facts

April 22, at least in 2017, will be remembered as the March for Science day, where hundreds of thousands of people took the streets across the globe to allegedly fight for science independence from government. But how realistic is this goal and who are the key benefactors of this movement?, anddeliver the funny, while(Senior Technical Architect at pharmaceutical analytics platform Themis Limited) shares his professional opinion.

We'd love to get your feedback at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201704171052702581-shadow-brokers-burst-nsa-buble/,sputniknews,Shadow Brokers Burst NSA's Bubble,[],"Shadow Brokers Burst NSA's Bubble

Another trove of leaks has reached our shores from the Deep State.

This past week numerous leaks have come out pointing to a multitude of violations of current laws and regulations. All three letter agencies have dipped their toes in surveilling unwitting public, but what the Shadow Brokers revealed last week is simply scary because the entire financial backbone, i.e. SWIFT has been compromised.deliver the funny, while(hacker and cyber security expert, co-founder, and Director of British security consultancy Hacker House) shares his professional opinion.

We'd love to get your feedback at radio@sputniknews.com.

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
0,https://sputniknews.com/radio_as_if/201704121052534441-us-deep-state-here-i-go-again-on-my-own/,sputniknews,US Deep State: 'Here I Go Again on My Own…',[],"US Deep State: 'Here I Go Again on My Own…'

It is strange to see how current MSM outlets are jumping on this narrative of dead children killed by this ""fresh"" chemical attack in Syria, when even Wikipedia cites ""kids thrown out of incubators"" as a false testimony. The amount of evidence that points to the contrary of the mainstream narrative is astounding yet it is the fringe findings that have clearly been influenced by the forces stand behind more military industrial complex orders that get most of the air-time.anddeliver the funny, while(founder and chairman of Swedish Doctors for Human Rights) shares his professional opinion.

We'd love your feedback at radio@sputniknews.com

Have you heard the news? Sign up to our Telegram channel and we'll keep you up to speed!"
